_id,year_month,service_name,program_or_facility,neighborhood,address,latitude,longitude,organization,category,recommended_for,requirements,phone,narrative,schedule,holiday_exception
1480,201809,Ronald McDonald Care Mobile - Downtown Family Courts,Ronald McDonald Care Mobile – Downtown Family Courts,Downtown,"440 Ross Street, PA, 15219",40.438145,-79.995003,Children's Hospital of Pittsburgh of UPMC,clinic,children & teens,"No appointment necessary, but call ahead to confirm schedule: 412-352-1059, Mon - Fri, 8 a.m. to 5 p.m.  (sometimes there are last minute changes due to mechanical issues or bad weather). Free for all children and teens.",412-352-1059,"Adolescent health care, asthma care, hearing and vision screenings, immunizations, referrals for specialty care, routine physical exams, sick child visits, well-child and infant care",Fridays in August: 9am - 2pm,
1481,201809,Ronald McDonald Care Mobile - Bellvue/Bayne Park,Ronald McDonald Care Mobile – Bellvue/Bayne Park,Bellvue,"34 N Balph Avenue, PA, 15202",40.4964926,-80.05430860000001,Children's Hospital of Pittsburgh of UPMC,clinic,Children & teens,Must call for appt. 412-352-1059 between the hours of 8 a.m. to 5 p.m.  Free for all children and teens,412-352-1059,"Adolescent health care, asthma care, hearing and vision screenings, immunizations, referrals for specialty care, routine physical exams, sick child visits, well-child and infant care",Thurs July 19; 9:30am - 2pm,
1482,201809,Ronald McDonald Care Mobile - Penn Hills,Ronald McDonald Care Mobile - Penn Hills,Penn Hills,"309 Collins Drive, PA, 15235",40.4663781,-79.81466690000002,Children's Hospital of Pittsburgh of UPMC,clinic,children & teens,"No appointment necessary, but call ahead to confirm schedule: 412-352-1059, Mon - Fri, 8 a.m. to 5 p.m.  (sometimes there are last minute changes due to mechanical issues or bad weather). Free for all children and teens.",412-352-1059,"Adolescent health care, asthma care, hearing and vision screenings, immunizations, referrals for specialty care, routine physical exams, sick child visits, well-child and infant care","Tues, 8/14: 9:30am - 2pm",
1483,201809,Saturday Lunch,First Food and Friends Saturday Lunch,Shadyside,"5401 Centre Avenue, PA, 15232",40.456516,-79.937634,First Food and Friends/First United Methodist Church,meals,All in need,None,(412) 580-1522,"Every Saturday, lunch at 11:30am - 12:30pm",Saturdays; 11:30am - 12:30pm,
1484,201809,First Food and Friends Showers,First Food and Friends Showers,Shadyside,"5401 Centre Avenue, PA, 15232",40.456516,-79.937634,First Food and Friends/First United Methodist Church,miscl-showers,All in need,None,(412) 580-1522,"Hot showers in private area of church, have clean towels and provide new set of tshirt/underpants/socks for men and bra/underpants/socks for women.",Sat 9am - noon,
1485,201809,Community Dinner - McKees Rocks,Community Dinner - McKees Rocks,McKees Rocks,"900 Chartiers Avenue, PA, 15136",40.465848,-80.065656,Christ Community United Methodist Church,meals,All in need,None,412-331-3760,"Free community dinner - served in a line, eat at group tables.",Every Wednesday and last Saturday of month ; 5pm - 7pm,Closed during date: 2018/07/04; 
1486,201809,Christ Community Church Dinner,Community Dinner - McKees Rocks,McKees Rocks,"900 Chartiers Avenue, PA, 15136",40.465848,-80.065656,Christ Community United Methodist Church,meals,All in need,None,412-331-3760,Hot meal served the last Saturday of every month from 5pm - 7pm.,Last Saturday of each month; 5pm - 7pm,
1487,201809,Community Dinner - Sheraden,Community Dinner - Sheraden,Sheraden,"2966 Chartiers Avenue, PA, 15204",40.45433,-80.057975,Christ Community United Methodist Church,meals,All in need,None,(412) 331-7475,"Free community dinner - served in a line, eat at group tables.",Last Thursday of the month ; 5pm - 7pm,
1488,201809,Proud Haven,Proud Haven,Northside (East Allegheny),"517 E Ohio St, Pittsburgh, PA 15212, USA, PA, 15212",40.45360100000001,-80.00002569999998,Proud Haven,roof-daytime|miscl-supplies,LGBTQIA youth and their allies,For youth ages 25 and under,412-953-4666,"Welcoming hang-out space for LGBTQIA youth, offering emotional support, connection to housing programs, and other resources. Variety of toiletries, clothing, shelf stable food, winter and summer gear, and other donations available on site.",​Mon - Tues: noon- 5pm; Thu: 2 - 6pm; 1st & 3rd Saturdays 1 – 6pm,
1489,201809,Project Silk,Project Silk,Downtown,"304 Wood Street, PA, 15222",40.4389465,-80.0012185,Project Silk,roof-daytime|clinic,"young black and latinx gay men, transgender individuals, and their allies, ages 13-29.",must be age 13-29,412-532-2123,"Project Silk is an HIV prevention and care initiative, providing STI/HIV testing on-site. Project Silk offers skill-building and recreational activities, sexual health education, linkage to medical care, food, clothing, and transportation assistance for youth members.",Mon - Thu; 1pm-8pm,
1490,201809,"Humane Animal Rescue - \Ellie's Pet Pantry\"" East End""","Huimane Animal Rescue - \Ellie's Pet Pantry\"" East End""",Homewood,"6926 Hamilton Avenue, PA, 15208",40.455806,-79.90386590000003,Humane Animal Rescue - Ellie's Pet Pantry,meals-foodpantries,all pets in need,1st time users must fill out an application and show Photo ID. Must call ahead.,412-345-7300 x216,Pet Food distributed once a month at East End and Northside locations.  Call 412-345-7300 x216 at the beginning of each month to reserve pet food and to find out the date for pickup.,call for time/date of distribution,
1491,201809,"Humane Animal Rescue - \Ellie's Pet Pantry\"" Northside""","Humane Animal Rescue - \Ellie's Pet Pantry\"" Northside""",Northside,"1101 Western Avenue, PA, 15233",40.45109060000001,-80.0197622,Humane Animal Rescue - Ellie's Pet Pantry,meals-foodpantries,all pets in need,1st time users must fill out an application and show Photo ID. Must call ahead.,412-345-7300 x216,Pet Food distributed once a month at East End and Northside locations.  Call 412-345-7300 x216 at the beginning of each month to reserve pet food and to find out the date for pickup.,call for time/date of distribution,
1492,201809,Fri/Sat Lunch - Salvation Army Mckeesport,Salvation Army Mckeesport,Mckeesport,"814 Walnut Street, PA, 15132",40.34743799999999,-79.86468480000002,Salvation Army Mckeesport,meals,all,none,412-673-6627,"Hot lunch served Fridays and Saturdays at noon. May also qualify for emergency pantry, rent and utility assistance, and clothing and household items.",Fridays and Saturdays; noon - 12:45pm,
1493,201809,Brashear Association Food Pantry - Tues/Thurs,Brashear Association,South Side,"2005 Sarah Street, PA, 15203",40.427792,-79.977613,Brashear Association,meals-foodpantries,All in need,"Emergency food is available one time during regular food pantry hours.\n\nFor regular pantry service, you must be below 200% of Federal Poverty Guidelines, and show proof of address, income, and family size. Service area is Arlington, Arlington Heights, Bon Air, Carrick, Knoxville, Mt. Oliver, South Side Flats and South Side Slopes.",412-431-2236,,Tues & Thurs: 3pm - 4:30pm,
1494,201810,412 Youth Zone,412 Youth Zone,Downtown,"304 Wood St, 6th Floor, PA, 15219",40.438983,-80.001358,Auberle,roof-daytime|miscl-showers,"unaccompanied youth, youth aging out of foster care, and unstably housed youth","must be 16 - 23; and after first visit, become a member for subsequent visits (at no cost)",412-902-4068,"A safe place Downtown with a leisure space, kitchen, showers, laundry, computer access, art, and more. Lockers and locks provided for belongings. Food available throughout the day as needed Mon-Sat. Staff available to help connect to programs on housing, education, training and employment; legal and health issues.",Mon - Thurs: 11am - 7pm; Fri:   11am - 5pm; Sat:  11am - 3pm,
1495,201810,Dinner & food anytime as needed - 412 Youth Zone,412 Youth Zone,Downtown,"304 Wood St, 6th Floor, PA, 15219",40.438983,-80.001358,Auberle,meals,"unaccompanied youth, youth aging out of foster care, unstably housed youth","must be 16 - 23; and after first visit, become a member for subsequent visits (at no cost)",412-902-4068,"Food available throughout day as needed, Dinner after 3pm.",Mon - Thurs: 11am - 7pm ; Fri:   11am - 5pm ; Sat:  11am - 3pm,
1496,201810,412 Youth Zone - Physician's Assistant/Registered Nurse/Nurse Practitioner Hours,412 Youth Zone,Downtown,"304 Wood St, 6th Floor, PA, 15219",40.438983,-80.001358,Auberle,clinic,,must be 16 - 23,412-902-4068,"A UPMC physician's assistant, registered nurse, or certified nurse practitioner will be on hand for medical checkups and physical exams.",Mon - Thu: 11am - 4pm,
1497,201810,Veterans Place,Veterans Place of Washington Blvd,Larimer,"945 Washington Blvd, PA, 15206",40.461178,-79.906674,Veterans Place,roof-daytime,,DD214 or Military ID required for services,412-363-0500,"Veterans Place is not just a great place to hang out, but a way to connect to a whole range of services:  VA credentials, employment, life skills, legal assistance, drug and alcohol programs, and counseling.  Daytime shelter with breakfast and lunch served to homeless or at-risk-of-homeless veterans, food pantry.   Transportation support for medical appointments and to reach other community resources.  Morning shuttle from downtown shelters, CALL AHEAD  for van pick up 412-320-5566",Mon - Fri:  8am - 3pm,
1498,201810,"Meals, Pantry, Laundry - Veterans Place",Veterans Place of Washington Blvd,Larimer,"945 Washington Blvd, PA, 15206",40.461178,-79.906674,Veterans Place,meals|miscl-supplies,Veterans,for Vets only,412-363-0500,Great hangout space with breakfast at 8am - 9am weekdays and lunch at 11:30am - noon.  Food pantry on Fridays from 2pm - 3pm.  Food also available at other times on emergency basis.  Veterans Place can also connect you to a wide range of services (see info under Daytime Roof).,Mon - Fri:   8am - 9am breakfast; Mon - Fri:   11:30 - noon lunch; Mon only 1:30pm - 2:30pm - Food Pantry,
1499,201810,Van to Veteran's Place,Veterans Place of Washington Blvd,Larimer,"945 Washington Blvd, PA, 15206",40.461178,-79.906674,Veterans Place,roof-daytime,Veterans,DD214 or Military ID,412-363-0500 X214,"Call van driver (412-320-5566) ahead for morning pick-up. Leaves at 6:30am and makes route to Shepherd's Heart, Light of Life, Pleasant Valley Shelter, East End Cooperative Ministry and Resolve (Homewood).   Van leaves Veteran's Place at 3 pm and drives to shelters.",,
1500,201810,"Bethlehem Haven Clinic - Tues, Thurs",Bethlehem Haven,Uptown,"1410 Fifth Avenue, PA, 15219",40.438492,-79.991489,Primary Health Care Services,clinic,Medical care and addiction referral services for those experiencing homelessness or lack of stable housing,"None:  just walk in!  Or, call ahead for an appointment.",412-244-4775,"Provides stop gap medical (not a replacement for a primary care physician, not an emergency room).    For prescriptions or physical exams, MD available on certain Tuesdays (call ahead); RN on Thursdays.  Also on Thursdays, a social worker can arrange documentation for Medicaid and fast-track SOAR disability status.  Clinic can provide for basic dental care and eyeglasses (one pair per year) at outside location.  STD/HepC/HIV screening and free flu shots.  Also provides physicals for drug and alcohol programs.",Tues:   5pm - 9pm; Thurs:  10am - 3:30pm; DENTAL also Thursday 10am - 1pm,
1501,201810,East Liberty Family Health Care - Wed,East Liberty Family Health Care Center,East Liberty,"6023 Harvard St, PA, 15206",40.462856,-79.923163,Primary Health Care Services,clinic,those experiencing homelessness or lack of stable housing,None:  just walk in!  (call ahead for psychiatrist availability),412-244-4775,"Provides stop gap medical (not a replacement for a primary care physician, not an emergency room).  Can provide for mental health care (call ahead for psychiatrist availability).  A social worker can arrange documentation for Medicaid and fast-track SOAR disability status.  Center can provide for basic dental care at outside location.  STD/HepC/HIV screening and free flu shots.  Also provides physicals for drug and alcohol programs.  Can help with a \week or two\"" of inpatient addiction counseling, as needed.""",Wed:  1pm - 4pm,
1502,201810,"Pleasant Valley Shelter Clinic - Mon, Wed, Fri",Pleasant Valley Shelter Clinic,North Side,"1601 Brighton Rd, PA, 15212",40.458082,-80.016207,Primary Health Care Services,clinic,General medical care for those experiencing homelessness or lack of stable housing,None:  just walk in! (MD on Wed afternoon only),412-244-4775,"Provides stop gap medical (not a replacement for a primary care physician, not an emergency room).    For prescriptions or physical exams, MD available on Wed afternoons; RN on Mon, Wed, Fri.  A social worker can arrange documentation for Medicaid and fast-track SOAR disability status.  Clinic can provide for basic dental care and eyeglasses (one pair per year) at outside location.  STD/HepC/HIV screening and free flu shots.  Also provides physicals for drug and alcohol programs.",Mon:  9:30am - Noon  (MD:  1pm - 3pm); Wed:  9:30am - Noon; Fri:     9:30am - Noon,
1503,201810,Pittsburgh Mercy Family Health Center,Pittsburgh Mercy Family Health Center,South Side,"249 S 9th St, First Floor, PA, 15203",40.430454,-79.989221,Pittsburgh Mercy Health System,clinic,"all ages needing primary care physician, including Veterans","Appointments encouraged.  Acute issues met immediately, no insurance required; benefits coordinator will then walk you through benefits process (you will continue to get care while awaiting coverage).",412-697-3260,"The Mercy Family Health Center is a primary care physician practice for adults, children, adolescents, and seniors.  Prenatal care (pregnancy help) and gynecology services offered.  Foot care (podiatry) and basic dental services (cleaning and exam) available as well.  Center also handles mental health and addiction issues.","Mon, Tues, Thurs, Fri:  8am - 4pm; Wed:  8am - 8pm; 2nd/4th Sat:  8am - 1pm",
1504,201810,Lunch - Wellspring,Wellspring Drop-in Center,Uptown,"903 Watson St, PA, 15219",40.438492,-79.991555,Pittsburgh Mercy Health System,meals,all,none,412-263-2545,"Lunch served at the drop-in center at 12:30. Center can also provide lockers (for street homeless), mail drop and showers.  Also helps with connecting to resources.",Mon - Fri:  12:30pm,
1505,201810,Wellspring Drop-In Center,Wellspring Drop-in Center,Uptown,"903 Watson St, PA, 15219",40.438492,-79.991555,Pittsburgh Mercy Health System,roof-daytime|miscl-showers,all,none,412-263-2545,"Drop-in Center that can provide lockers (for street homeless), mail drop and showers.  Also helps with connecting to resources.  Computer and phone available for use.  Open Studio art program Fridays, 10am - 4pm (walk-ins welcome).  Recovery group meets  Mon - Thurs at 11am (walk-ins also welcome).",Mon - Fri:  10am - 4pm,
1506,201810,Mobile Med Van - Monday evening,Mobile Med Van - Mon,Downtown,"111 Blvd of the Allies, PA, 15222",40.439439,-80.004312,Pittsburgh Mercy Health System,clinic,all,none - no fees and no insurance required,412-697-3260,"The mobile medical unit is equipped to provide all of the same, major services of a primary care physician’s office, including routine physical exams, diagnostic screenings, chronic disease management (e.g., diabetes, asthma, and hypertension), well and sick adult and child visits, immunizations, school and sports physicals, Medicare and WIC exams, and more. Note: Emergency services and X-rays will not be provided.",Mon:  7pm - 10pm,
1507,201810,Mon Dinner - Miss Nancy's,Mobile Med Van - Mon,Downtown,"111 Blvd of the Allies, PA, 15222",40.439439,-80.004312,Pittsburgh Mercy Health System,meals,all,none,,A long Pittsburgh tradition,Mon: 10pm,
1508,201810,Mobile Med Van - Wed afternoon,Mobile Med Van - Wed,Wilkinsburg,"616 South Ave, PA, 15221",40.441946,-79.886273,Pittsburgh Mercy Health System,clinic,all,none - no fees and no insurance required,412-697-3260,"The mobile medical unit is equipped to provide all of the same, major services of a primary care physician’s office, including routine physical exams, diagnostic screenings, chronic disease management (e.g., diabetes, asthma, and hypertension), well and sick adult and child visits, immunizations, school and sports physicals, Medicare and WIC exams, and more. Note: Emergency services and X-rays will not be provided",Wed: 1:30 - 5:30,
1509,201810,Mobile Med Van - Thurs evening,Mobile Med Van - Thurs,North Side,"10 E North Ave, PA, 15212",40.455659,-80.006062,Pittsburgh Mercy Health System,clinic,all,none - no fees and no insurance required,412-697-3260,"The mobile medical unit is equipped to provide all of the same, major services of a primary care physician’s office, including routine physical exams, diagnostic screenings, chronic disease management (e.g., diabetes, asthma, and hypertension), well and sick adult and child visits, immunizations, school and sports physicals, Medicare and WIC exams, and more. Note: Emergency services and X-rays will not be provided.",Thurs:  7pm - 10pm,
